ID,Occurred,At,A/C,Station,Flight No,ATA
54547,2023-10-13,16:14:00,Avión 21,PDQ,NT524,36-11
54553,2023-10-13,19:59:00,Avión 20,PDQ,NT535,
54593,2023-10-14,16:45:00,Avión 20,HOR,NT784,
54602,2023-10-14,20:57:00,Avión 20,PIQ,NT485,33-30
54643,2023-10-15,16:23:00,Avión 38,FLW,NT365,
54633,2023-10-15,13:38:00,Avión 1,PIQ,NT147,26-12
54635,2023-10-15,13:45:00,Avión 31,PIQ,NT622,
54638,2023-10-15,14:36:00,Avión 31,PDQ,NT160,26-24
54646,2023-10-15,18:04:00,Avión 28,PDQ,NT525,24-31
54619,2023-10-15,06:55:00,Avión 20,PDQ,NT503,52-31
54650,2023-10-15,20:27:00,Avión 32,PDQ,NT5301,
54629,2023-10-15,13:02:00,Avión 20,PDQ,NT503,52-31
54664,2023-10-15,12:00:00,Avión 14,PIQ,NT134,
54687,2023-10-16,13:11:00,Avión 8,PDQ,NT517,29-11
54693,2023-10-16,14:48:00,Avión 37,PDQ,NT167,29-12
54696,2023-10-16,15:00:00,Avión 28,PIQ,NT664,24-32
54754,2023-10-17,15:23:00,Avión 34,PDQ,NT220,52-11
54774,2023-10-17,06:55:00,Avión 14,PIQ,NT655,23-43
54726,2023-10-17,06:19:00,Avión 17,PDQ,NT156,32-41
54745,2023-10-17,12:51:00,Avión 13,PIQ,NT145,05-51
54788,2023-10-18,07:00:00,Avión 28,PDQ,NT107,
54796,2023-10-18,13:26:00,Avión 19,PDQ,NT147,23-71
54787,2023-10-18,10:20:00,Avión 22,HOR,NT469,
54783,2023-10-18,09:01:00,Avión 34,PDQ,NT237,77-11
54798,2023-10-18,13:43:00,Avión 35,PDQ,NT135,32-42
54935,2023-10-21,07:00:00,Avión 31,PDQ,NT105,33-50
54942,2023-10-21,06:10:00,Avión 8,PIQ,NT414,
54955,2023-10-21,18:59:00,Avión 22,CVU,NT784,35-31
54976,2023-10-22,05:50:00,Avión 17,PIQ,NT414,
54992,2023-10-22,15:47:00,Avión 7,PDQ,NT519,24-46
54981,2023-10-22,07:10:00,Avión 32,PDQ,NT9401,
55019,2023-10-23,06:18:00,Avión 13,PIQ,NT100,24-61
55050,2023-10-23,17:58:00,Avión 34,PDQ,NT178,77-00
55030,2023-10-23,12:55:00,Avión 22,PDQ,NT134,25-28
55032,2023-10-23,13:15:00,Avión 28,PIQ,NT663,25-60
55042,2023-10-23,14:41:00,Avión 7,PDQ,NT211,25-60
55043,2023-10-23,15:02:00,Avión 41,PDQ,NT213,52-00
55052,2023-10-23,18:35:00,Avión 36,HOR,NT530,24-32
55085,2023-10-24,12:47:00,Avión 20,PDQ,NT513,
55096,2023-10-24,15:14:00,Avión 20,PDQ,NT221,31-60
55081,2023-10-24,08:54:00,Avión 6,PDQ,NT9200,25-11
55082,2023-10-24,09:54:00,Avión 34,PDQ,NT351,72-00
55160,2023-10-25,15:05:00,Avión 15,PIQ,NT5151,73-21
55136,2023-10-25,06:13:00,Avión 31,PIQ,NT100,
55146,2023-10-25,09:40:00,Avión 12,PDQ,NT5238,33-43
55165,2023-10-25,18:37:00,Avión 34,CVU,NT784,
55132,2023-10-25,05:40:00,Avión 15,PDQ,NT153,
55206,2023-10-26,13:49:00,Avión 17,PDQ,NT158,52-82
55212,2023-10-26,15:49:00,Avión 39,PDQ,NT6203,25-45
55196,2023-10-26,10:01:00,Avión 7,PDQ,NT764,25-26
55209,2023-10-26,14:29:00,Avión 6,PIQ,NT5250,27-53
55188,2023-10-26,06:20:00,Avión 15,PDQ,NT106,73-00
55226,2023-10-27,00:11:00,Avión 6,PIQ,NT5251,
55228,2023-10-27,04:12:00,Avión 32,PDQ,NT5301,33-43
55254,2023-10-27,20:41:00,Avión 28,PDQ,NT217,32-41
55263,2023-10-27,22:16:00,Avión 15,PDQ,NT5101,
55257,2023-10-27,07:00:00,Avión 24,PIQ,NT153,
55262,2023-10-27,22:14:00,Avión 12,PDQ,NT5601,
55289,2023-10-28,14:31:00,Avión 16,PDQ,NT1141,33-50
55281,2023-10-28,10:28:00,Avión 17,PDQ,NT152,23-44
55300,2023-10-28,19:03:00,Avión 17,SMA,NT765,23-44
55276,2023-10-28,08:20:00,Avión 34,PDQ,NT208,25-45
55312,2023-10-29,00:12:00,Avión 28,PDQ,NT318,78-00
55332,2023-10-29,13:55:00,Avión 13,PIQ,NT959,33-51
55381,2023-10-30,18:15:00,Avión 34,PDQ,NT547,
55386,2023-10-30,19:29:00,Avión 41,PXO,NT4936,05-51
55357,2023-10-30,07:24:00,Avión 28,PDQ,NT203,23-40
55406,2023-10-31,06:19:00,Avión 25,PIQ,NT197,
55399,2023-10-31,00:03:00,Avión 12,PDQ,NT5703,
55424,2023-10-31,14:08:00,Avión 24,PDQ,NT5108,
55431,2023-10-31,15:20:00,Avión 40,PDQ,NT541,23-51
55490,2023-11-01,21:24:00,Avión 40,PIQ,NT483,21-61
55455,2023-11-01,06:42:00,Avión 11,PDQ,NT500,25-65
55467,2023-11-01,13:54:00,Avión 24,PDQ,NT5448,28-00
55516,2023-11-02,09:30:00,Avión 20,PDQ,NT301,34-11
55544,2023-11-02,18:09:00,Avión 25,PDQ,NT381,21-50
55498,2023-11-02,00:24:00,Avión 40,HOR,NT496,21-50
55514,2023-11-02,09:16:00,Avión 1,PIQ,NT603,30-30
55547,2023-11-02,11:50:00,Avión 24,OVD,NT5232,
55580,2023-11-03,13:31:00,Avión 17,PDQ,NT229,12-14
55583,2023-11-03,14:33:00,Avión 15,PDQ,NT5413,
55592,2023-11-03,17:16:00,Avión 41,PDQ,NT4073,
55631,2023-11-04,15:44:00,Avión 21,PIQ,NT4153,61-00
55620,2023-11-04,09:04:00,Avión 22,PDQ,NT115,23-44
55638,2023-11-04,21:55:00,Avión 17,PDQ,NT486,34-11
55659,2023-11-05,09:23:00,Avión 11,HOR,NT406,52-82
55682,2023-11-05,22:53:00,Avión 18,PDQ,NT191,
55702,2023-11-05,08:05:00,Avión 32,PDQ,NT5242,
55715,2023-11-06,14:12:00,Avión 11,PIQ,NT968,72-00
55722,2023-11-06,15:58:00,Avión 41,PDQ,NT247,25-27
55696,2023-11-06,03:02:00,Avión 24,PIQ,NT5159,33-43
55726,2023-11-06,17:05:00,Avión 7,PDQ,NT836,30-45
55732,2023-11-06,09:00:00,Avión 8,PIQ,NT610,25-60
55707,2023-11-06,11:05:00,Avión 15,AVR,NT001,
55704,2023-11-06,08:22:00,Avión 24,PDQ,NT100,33-43
55754,2023-11-07,08:07:00,Avión 18,PIQ,NT604,61-51
55792,2023-11-07,11:45:00,Avión 6,PDQ,NT5212,05-20
55776,2023-11-07,15:29:00,Avión 37,PDQ,NT213,52-31
55811,2023-11-08,11:45:00,Avión 8,PIQ,NT683,32-00
55837,2023-11-08,21:35:00,Avión 19,PDQ,NT190,25-00
55831,2023-11-08,16:09:00,Avión 10,PDQ,NT247,77-00
55813,2023-11-08,12:43:00,Avión 28,PDQ,NT217,26-24
55830,2023-11-08,15:55:00,Avión 24,PDQ,NT5423,
55867,2023-11-09,08:57:00,Avión 13,PIQ,NT107,32-31
55869,2023-11-09,10:15:00,Avión 13,PIQ,NT107,21-50
55870,2023-11-09,11:05:00,Avión 3,PIQ,NT123,30-21
55876,2023-11-09,13:24:00,Avión 40,PDQ,NT221,
55879,2023-11-09,13:57:00,Avión 37,PDQ,NT517,12-14
55888,2023-11-09,16:30:00,Avión 40,PDQ,NT828,25-26
55942,2023-11-10,16:51:00,Avión 3,PIQ,NT143,
55928,2023-11-10,13:56:00,Avión 3,PDQ,NT531,31-19
55974,2023-11-11,09:43:00,Avión 8,PIQ,NT115,25-56
55987,2023-11-11,07:00:00,Avión 14,CVU,NT800,
55989,2023-11-11,14:27:00,Avión 7,PIQ,NT137,33-50
55967,2023-11-11,07:20:00,Avión 36,PIQ,NT401,21-50
56030,2023-11-12,12:39:00,Avión 8,PIQ,NT953,32-49
56032,2023-11-12,13:29:00,Avión 40,PDQ,NT369,22-00
56037,2023-11-12,15:15:00,Avión 12,PIQ,NT5158,32-49
56045,2023-11-12,16:30:00,Avión 32,PDQ,NT5423,05-20
56096,2023-11-14,06:15:00,Avión 24,PDQ,NT101,52-41
56098,2023-11-14,07:53:00,Avión 38,PIQ,NT401,28-00
56154,2023-11-15,09:18:00,Avión 25,PIQ,NT107,
56155,2023-11-15,09:27:00,Avión 38,PDQ,NT114,28-42
56203,2023-11-16,07:30:00,Avión 35,PIQ,NT104,12-14
56226,2023-11-16,19:57:00,Avión 13,PDQ,NT185,25-00
56270,2023-11-17,15:51:00,Avión 21,PDQ,NT146,23-43
56251,2023-11-17,08:17:00,Avión 2,PDQ,NT102,38-32
56255,2023-11-17,10:31:00,Avión 38,PDQ,NT522,25-33
56236,2023-11-17,01:58:00,Avión 24,PDQ,NT5109,
56243,2023-11-17,06:42:00,Avión 7,PIQ,NT402,23-43
56253,2023-11-17,10:17:00,Avión 36,PDQ,NT211,32-21
56295,2023-11-18,08:02:00,Avión 35,PIQ,NT401,
56319,2023-11-18,17:52:00,Avión 8,PDQ,NT560,79-00
56398,2023-11-18,19:30:00,Avión 20,HOR,NT573,
56299,2023-11-18,10:31:00,Avión 38,PDQ,NT310,72-00
56399,2023-11-18,19:55:00,Avión 39,PDQ,NT344,
56356,2023-11-19,12:30:00,Avión 1,PDQ,NT137,23-43
56345,2023-11-19,06:38:00,Avión 37,PDQ,NT200,29-00
56358,2023-11-19,13:15:00,Avión 11,PIQ,NT136,61-50
56372,2023-11-19,20:36:00,Avión 16,SMA,NT336,30-61
56393,2023-11-20,07:24:00,Avión 18,PDQ,NT800,25-45
56420,2023-11-20,20:19:00,Avión 22,PDQ,NT575,
56439,2023-11-21,07:55:00,Avión 18,PDQ,NT801,26-20
56436,2023-11-21,07:13:00,Avión 36,HOR,NT501,
56445,2023-11-21,10:01:00,Avión 20,PDQ,NT1207,25-00
56444,2023-11-21,09:19:00,Avión 38,PDQ,NT106,12-14
56455,2023-11-21,14:34:00,Avión 13,PIQ,NT141,34-71
56760,2023-11-22,11:20:00,Avión 12,RMU,NT5703,05-20
56494,2023-11-22,09:20:00,Avión 1,PDQ,NT106,23-40
56475,2023-11-22,01:36:00,Avión 36,PDQ,NT541,32-41
56498,2023-11-22,14:10:00,Avión 17,PDQ,NT544,12-37
56539,2023-11-22,19:10:00,Avión 32,PMI,NT5159,52-42
56556,2023-11-23,15:35:00,Avión 13,PIQ,NT650,33-31
56534,2023-11-23,06:38:00,Avión 6,PDQ,NT101,29-00
56543,2023-11-23,10:27:00,Avión 39,PDQ,NT205,
56563,2023-11-23,20:51:00,Avión 4,PDQ,NT275,27-00
56524,2023-11-23,03:02:00,Avión 32,PIQ,NT5159,24-00
56611,2023-11-24,16:53:00,Avión 18,PIQ,NT666,35-31
56581,2023-11-24,08:05:00,Avión 36,PIQ,NT103,25-11
56609,2023-11-24,15:50:00,Avión 37,HOR,NT540,29-00
56612,2023-11-24,17:09:00,Avión 17,PDQ,NT150,29-00
56613,2023-11-24,17:51:00,Avión 20,PDQ,NT543,32-00
56608,2023-11-24,15:28:00,Avión 41,PDQ,NT4073,24-00
56637,2023-11-24,14:25:00,Avión 12,PNA,NT5422,
56640,2023-11-24,21:17:00,Avión 34,PDQ,NT191,
56635,2023-11-24,20:00:00,Avión 1,PDQ,NT179,05-20
56634,2023-11-25,06:33:00,Avión 18,PDQ,NT583,74-21
56649,2023-11-25,11:45:00,Avión 41,PDQ,NT846,52-22
56697,2023-11-26,08:59:00,Avión 17,FLW,NT852,
56699,2023-11-26,12:05:00,Avión 14,PDQ,NT816,25-00
56733,2023-11-26,15:15:00,Avión 24,PDQ,NT5202,
56702,2023-11-26,13:43:00,Avión 19,PDQ,NT136,23-44
56694,2023-11-26,08:04:00,Avión 14,PDQ,NT800,25-00
56701,2023-11-26,13:40:00,Avión 4,PIQ,NT137,38-31
56759,2023-11-27,16:34:00,Avión 34,PDQ,NT558,25-21
56761,2023-11-27,16:37:00,Avión 4,PIQ,NT441,33-49
56764,2023-11-27,17:10:00,Avión 14,PDQ,NT836,
56788,2023-11-28,09:45:00,Avión 17,PIQ,NT952,26-12
56775,2023-11-28,05:57:00,Avión 21,PDQ,NT221,28-42
56830,2023-11-29,12:09:00,Avión 21,PDQ,NT221,12-12
56826,2023-11-29,10:29:00,Avión 20,TER,NT216,61-00
56853,2023-11-29,07:00:00,Avión 6,PIQ,NT100,52-70
56854,2023-11-29,15:50:00,Avión 38,PDQ,NT558,05-20
56874,2023-11-29,15:00:00,Avión 39,PDQ,NT147,
56875,2023-11-30,08:31:00,Avión 32,PDQ,NT100,29-32
56910,2023-11-30,23:44:00,Avión 36,PDQ,NT275,35-31
56891,2023-11-30,16:41:00,Avión 21,PDQ,NT317,12-11
56929,2023-12-01,14:16:00,Avión 18,PDQ,NT250,35-10
56934,2023-12-01,14:43:00,Avión 39,PDQ,NT531,12-14
56985,2023-12-01,21:30:00,Avión 21,PDQ,NT275,12-11
56952,2023-12-01,20:08:00,Avión 25,CVU,NT837,24-30
56984,2023-12-01,19:40:00,Avión 7,PIQ,NT671,05-20
56937,2023-12-01,14:54:00,Avión 25,PDQ,NT533,31-17
56943,2023-12-01,16:08:00,Avión 21,PDQ,NT317,12-11
56947,2023-12-01,18:45:00,Avión 21,PDQ,NT357,12-11
56987,2023-12-02,13:06:00,Avión 14,PIQ,NT129,
56975,2023-12-02,07:33:00,Avión 19,PDQ,NT800,05-53
56983,2023-12-02,11:03:00,Avión 28,PDQ,NT120,12-13
57023,2023-12-02,07:00:00,Avión 32,PIQ,NT100,
57044,2023-12-03,19:13:00,Avión 19,CVU,NT837,
57022,2023-12-03,06:43:00,Avión 31,PDQ,NT101,
57042,2023-12-03,18:17:00,Avión 1,PDQ,NT261,34-43
57047,2023-12-03,20:12:00,Avión 13,SMA,NT336,
57072,2023-12-04,07:12:00,Avión 16,PIQ,NT102,33-10
57101,2023-12-04,18:07:00,Avión 6,PDQ,NT5109,
57105,2023-12-04,19:36:00,Avión 1,PDQ,NT582,
57071,2023-12-04,07:04:00,Avión 34,HOR,NT501,
57087,2023-12-04,11:57:00,Avión 17,PIQ,NT125,29-00
57094,2023-12-04,14:17:00,Avión 35,PDQ,NT544,
57069,2023-12-04,06:33:00,Avión 36,HOR,NT401,25-45
57128,2023-12-04,14:45:00,Avión 12,PDQ,NT5733,
57097,2023-12-04,15:39:00,Avión 38,PDQ,NT159,12-11
57078,2023-12-04,08:17:00,Avión 31,PDQ,NT350,27-00
57074,2023-12-04,07:25:00,Avión 1,PDQ,NT203,32-40
57891,2023-12-04,21:31:00,Avión 12,PDQ,NT1804,05-20
57146,2023-12-05,15:31:00,Avión 38,PDQ,NT541,12-11
57141,2023-12-05,14:18:00,Avión 37,PIQ,NT873,32-41
57145,2023-12-05,15:24:00,Avión 11,PIQ,NT8551,25-23
57150,2023-12-05,17:57:00,Avión 40,PIQ,NT161,05-51
57149,2023-12-05,16:43:00,Avión 40,PDQ,NT161,26-24
57129,2023-12-05,07:18:00,Avión 16,PIQ,NT4131,
57152,2023-12-05,21:06:00,Avión 31,PDQ,NT275,61-51
57183,2023-12-05,00:05:00,Avión 24,PDQ,NT1602,12-37
57177,2023-12-06,06:25:00,Avión 38,PDQ,NT1121,12-11
57192,2023-12-06,12:12:00,Avión 32,SDR,NT5702,27-43
57198,2023-12-06,08:15:00,Avión 3,PDQ,NT800,25-21
57180,2023-12-06,07:01:00,Avión 6,PIQ,NT5723,
57190,2023-12-06,11:40:00,Avión 38,PDQ,NT517,12-11
57212,2023-12-06,19:42:00,Avión 38,PDQ,NT331,12-11
57169,2023-12-06,05:37:00,Avión 19,PDQ,,
57178,2023-12-06,06:37:00,Avión 1,PIQ,NT197,22-18
57186,2023-12-06,08:58:00,Avión 38,PDQ,NT503,12-11
57199,2023-12-06,14:16:00,Avión 38,PDQ,NT531,12-11
57227,2023-12-06,22:00:00,Avión 12,PDQ,NT1804,
57207,2023-12-06,15:42:00,Avión 28,PDQ,NT380,72-00
57232,2023-12-07,07:41:00,Avión 14,PIQ,NT197,12-12
57236,2023-12-07,10:23:00,Avión 19,PDQ,NT211,25-33
57439,2023-12-07,15:10:00,Avión 32,PDQ,NT5412,
57239,2023-12-07,11:20:00,Avión 14,PDQ,NT217,12-12
57230,2023-12-07,07:25:00,Avión 13,PIQ,NT681,
57234,2023-12-07,09:30:00,Avión 13,PIQ,NT603,20-45
57301,2023-12-08,14:37:00,Avión 38,PDQ,NT1031,28-25
57291,2023-12-08,12:23:00,Avión 28,PDQ,NT816,
57297,2023-12-08,07:10:00,Avión 7,PIQ,NT940,
57273,2023-12-08,05:07:00,Avión 1,PDQ,NT846,73-14
57320,2023-12-08,22:29:00,Avión 34,PDQ,NT589,77-13
57351,2023-12-09,13:42:00,Avión 25,PIQ,NT968,
57361,2023-12-09,16:25:00,Avión 19,CVU,NT817,
57386,2023-12-09,10:00:00,Avión 7,TER,NT210,
57405,2023-12-10,15:56:00,Avión 24,PDQ,NT5472,38-32
57392,2023-12-10,12:10:00,Avión 3,PIQ,NT417,21-31
57410,2023-12-10,21:55:00,Avión 14,PDQ,NT846,25-00
57452,2023-12-11,18:45:00,Avión 41,PDQ,NT331,33-40
57472,2023-12-11,20:50:00,Avión 32,PDQ,NT5703,
57430,2023-12-11,07:21:00,Avión 34,PDQ,NT501,32-20
57456,2023-12-11,14:20:00,Avión 32,PDQ,NT5702,25-60
57431,2023-12-11,08:30:00,Avión 31,PDQ,NT107,
57482,2023-12-12,11:37:00,Avión 35,PDQ,NT1112,21-50
57497,2023-12-12,19:11:00,Avión 40,PDQ,NT267,33-42
57490,2023-12-12,15:06:00,Avión 31,PIQ,NT141,12-37
57475,2023-12-12,07:33:00,Avión 11,PDQ,NT800,25-00
57485,2023-12-12,13:34:00,Avión 13,PDQ,NT229,52-00
57538,2023-12-13,19:37:00,Avión 19,PIQ,NT177,12-37
57534,2023-12-13,15:43:00,Avión 31,PDQ,NT130,33-40
57521,2023-12-13,08:44:00,Avión 38,PDQ,NT210,28-42
57535,2023-12-13,16:47:00,Avión 13,PIQ,NT651,
57591,2023-12-14,17:32:00,Avión 38,PDQ,NT154,12-11
57586,2023-12-14,16:33:00,Avión 11,PIQ,NT149,32-22
57616,2023-12-14,07:00:00,Avión 32,PDQ,NT101,23-70
57565,2023-12-14,07:48:00,Avión 17,SMA,NT601,24-31
57582,2023-12-14,16:02:00,Avión 38,PDQ,NT531,
57574,2023-12-14,14:16:00,Avión 17,PIQ,NT611,21-00
57575,2023-12-14,14:18:00,Avión 19,PIQ,NT873,
57562,2023-12-14,06:55:00,Avión 38,PDQ,NT103,12-11
57633,2023-12-15,16:03:00,Avión 38,PDQ,NT531,23-51
57642,2023-12-15,18:50:00,Avión 6,XRY,NT5723,
57644,2023-12-15,21:52:00,Avión 35,PDQ,NT337,23-00
57622,2023-12-15,14:02:00,Avión 40,PDQ,NT136,28-42
57631,2023-12-15,15:44:00,Avión 21,PDQ,NT4073,23-44
57636,2023-12-15,17:22:00,Avión 28,PDQ,NT255,12-21
57635,2023-12-15,17:02:00,Avión 41,PDQ,NT4072,30-31
57885,2023-12-15,14:28:00,Avión 39,PDQ,NT246,
57668,2023-12-16,12:34:00,Avión 18,TER,NT952,21-50
57679,2023-12-16,14:43:00,Avión 32,PIQ,NT5223,25-00
57689,2023-12-16,20:56:00,Avión 12,PDQ,NT3063,28-15
57685,2023-12-16,17:34:00,Avión 38,PDQ,NT255,12-11
57692,2023-12-16,21:41:00,Avión 36,PIQ,NT483,
57654,2023-12-16,06:35:00,Avión 38,PDQ,NT500,12-11
57661,2023-12-16,10:21:00,Avión 7,PIQ,NT952,24-46
57707,2023-12-17,09:27:00,Avión 38,PDQ,NT522,12-11
57710,2023-12-17,12:41:00,Avión 36,PIQ,NT621,22-13
57718,2023-12-17,15:58:00,Avión 8,PDQ,NT1303,
57730,2023-12-17,22:00:00,Avión 38,PDQ,NT287,12-11
57752,2023-12-17,20:55:00,Avión 1,HOR,NT583,
57733,2023-12-17,13:30:00,Avión 8,RAK,NT1303,
57705,2023-12-17,07:36:00,Avión 1,PDQ,NT203,23-51
57726,2023-12-17,19:35:00,Avión 38,PDQ,NT565,12-11
57759,2023-12-18,11:55:00,Avión 3,CVU,NT816,38-31
57775,2023-12-18,16:54:00,Avión 1,PDQ,NT255,05-53
57757,2023-12-18,09:25:00,Avión 38,PDQ,NT106,12-11
57760,2023-12-18,11:40:00,Avión 38,PDQ,NT124,12-11
57859,2023-12-19,16:00:00,Avión 40,GRW,NT356,
57803,2023-12-19,07:28:00,Avión 11,PDQ,NT203,25-26
57808,2023-12-19,09:04:00,Avión 7,PIQ,NT610,23-43
57806,2023-12-19,08:06:00,Avión 38,PDQ,NT501,
57913,2023-12-20,23:45:00,Avión 4,PDQ,NT275,05-51
57896,2023-12-20,18:39:00,Avión 38,PDQ,NT282,28-11
57905,2023-12-20,21:19:00,Avión 12,PDQ,NT5733,
57922,2023-12-21,07:14:00,Avión 38,PDQ,NT105,12-11
57971,2023-12-22,04:34:00,Avión 15,PDQ,NT5403,29-31
58006,2023-12-22,14:22:00,Avión 11,PDQ,NT369,25-56
58028,2023-12-22,22:17:00,Avión 20,PDQ,NT573,
57998,2023-12-22,11:49:00,Avión 3,PIQ,NT863,21-31
58002,2023-12-22,13:31:00,Avión 25,PDQ,NT229,25-21
58020,2023-12-22,19:31:00,Avión 36,PDQ,NT170,34-11
57983,2023-12-22,06:45:00,Avión 7,PIQ,NT940,23-00
57994,2023-12-22,09:51:00,Avión 4,PIQ,NT103,24-46
57991,2023-12-22,08:31:00,Avión 4,PIQ,NT103,24-46
58031,2023-12-22,23:24:00,Avión 12,PDQ,NT5423,49-10
58048,2023-12-23,06:45:00,Avión 38,PDQ,NT178,12-11
58076,2023-12-23,16:18:00,Avión 31,SMA,NT650,33-48
58050,2023-12-23,06:51:00,Avión 17,PIQ,NT989,
58057,2023-12-23,08:05:00,Avión 3,,NT878,
58060,2023-12-23,08:09:00,Avión 19,,NT589,
58090,2023-12-23,14:00:00,Avión 4,PIQ,NT640,
58056,2023-12-23,08:04:00,Avión 36,,NT170,
58058,2023-12-23,08:07:00,Avión 38,,NT171,
58054,2023-12-23,08:00:00,Avión 32,PDQ,NT5108,
58055,2023-12-23,08:01:00,Avión 3,,NT878,
58062,2023-12-23,09:41:00,Avión 38,PDQ,NT503,12-11
58071,2023-12-23,14:51:00,Avión 38,PDQ,NT136,12-11
58053,2023-12-23,07:58:00,Avión 34,PDQ,NT105,
58061,2023-12-23,08:24:00,Avión 28,PDQ,NT995,
58110,2023-12-24,08:02:00,Avión 10,PDQ,NT559,31-60
58160,2023-12-25,16:46:00,Avión 38,PDQ,NT545,30-11
58145,2023-12-25,09:43:00,Avión 25,,NT616,
58143,2023-12-25,08:48:00,Avión 11,PIQ,NT995,53-67
58146,2023-12-25,09:45:00,Avión 25,,NT878,
58188,2023-12-26,09:28:00,Avión 19,PDQ,NT203,29-12
58183,2023-12-26,07:25:00,Avión 3,PIQ,NT4931,21-31
58190,2023-12-26,10:25:00,Avión 25,PIQ,NT671,42-11
58211,2023-12-26,18:00:00,Avión 25,PDQ,NT160,
58192,2023-12-26,11:02:00,Avión 41,PIQ,NT4153,
58232,2023-12-27,07:06:00,Avión 20,PDQ,NT300,23-44
58250,2023-12-27,16:30:00,Avión 43,PDQ,NT5423,
58286,2023-12-27,21:00:00,Avión 32,PDQ,NT5733,
58236,2023-12-27,09:10:00,Avión 31,PIQ,NT752,36-11
58257,2023-12-27,22:11:00,Avión 36,PIQ,NT969,
61621,2023-12-27,14:55:00,Avión 43,PDQ,NT5242,
58280,2023-12-28,07:20:00,Avión 28,PIQ,NT602,34-58
58296,2023-12-28,12:59:00,Avión 11,PIQ,NT136,24-30
58318,2023-12-28,20:27:00,Avión 32,PDQ,NT5473,
58293,2023-12-28,11:43:00,Avión 38,PDQ,NT517,30-11
58322,2023-12-28,21:30:00,Avión 19,PDQ,NT846,72-00
58315,2023-12-28,18:31:00,Avión 25,PDQ,NT381,24-32
58292,2023-12-28,10:29:00,Avión 10,PDQ,NT120,27-00
59698,2023-12-28,08:00:00,Avión 14,PIQ,NT604,49-20
58343,2023-12-29,13:37:00,Avión 10,PIQ,NT627,
58360,2023-12-29,18:44:00,Avión 17,SMA,NT6641,31-60
58385,2023-12-30,07:18:00,Avión 38,PIQ,NT401,30-11
61622,2023-12-30,23:00:00,Avión 6,PDQ,NT1902,
58451,2023-12-31,21:44:00,Avión 36,PDQ,NT287,72-00
58419,2023-12-31,06:52:00,Avión 10,,NT604,
58503,2024-01-02,09:53:00,Avión 1,PDQ,NT114,28-25
58528,2024-01-02,21:13:00,Avión 34,PDQ,NT3391,61-00
58566,2024-01-03,16:49:00,Avión 36,PDQ,NT545,32-21
58605,2024-01-04,15:34:00,Avión 22,PDQ,NT541,29-00
58596,2024-01-04,09:33:00,Avión 17,PIQ,NT879,26-21
58608,2024-01-04,17:29:00,Avión 25,PIQ,NT836,24-30
58602,2024-01-04,15:06:00,Avión 43,PDQ,NT5203,
63315,2024-01-04,07:36:00,Avión 30,PIQ,PM547,31-31
58660,2024-01-05,18:20:00,Avión 31,PIQ,NT627,05-20
58635,2024-01-05,08:55:00,Avión 40,PDQ,NT301,21-50
58640,2024-01-05,13:29:00,Avión 19,PIQ,NT953,32-11
58650,2024-01-05,16:06:00,Avión 21,PDQ,NT146,25-63
58631,2024-01-05,07:34:00,Avión 17,PIQ,NT852,26-12
58687,2024-01-06,07:43:00,Avión 11,PDQ,NT800,32-42
58677,2024-01-06,02:11:00,Avión 24,SID,NT1902,25-65
58689,2024-01-06,09:50:00,Avión 19,PIQ,NT853,
58738,2024-01-07,13:57:00,Avión 28,PIQ,NT959,72-00
58774,2024-01-07,20:40:00,Avión 44,PDQ,NT004P,35-30
58728,2024-01-07,07:55:00,Avión 38,PIQ,NT406,23-51
58742,2024-01-07,14:48:00,Avión 13,PDQ,NT140,32-31
58753,2024-01-07,18:03:00,Avión 6,PMI,NT5158,25-60
58748,2024-01-07,16:37:00,Avión 36,PIQ,NT441,
58804,2024-01-08,18:11:00,Avión 8,PDQ,NT357,79-00
58793,2024-01-08,14:35:00,Avión 20,PDQ,NT531,
58777,2024-01-08,07:56:00,Avión 18,PIQ,NT852,
63316,2024-01-08,07:54:00,Avión 30,PIQ,PM419,34-74
58858,2024-01-09,11:25:00,Avión 24,VGO,NT5212,
58824,2024-01-09,07:07:00,Avión 18,PIQ,NT402,24-21
58828,2024-01-09,07:52:00,Avión 8,PDQ,NT203,33-41
58892,2024-01-10,14:18:00,Avión 4,PDQ,NT001,
58878,2024-01-10,08:40:00,Avión 39,PDQ,NT503,32-00
63317,2024-01-10,08:02:00,Avión 30,PIQ,PM419,34-74
58949,2024-01-11,15:44:00,Avión 34,PIQ,NT853,20-44
58954,2024-01-11,16:37:00,Avión 38,PIQ,NT147,12-11
58958,2024-01-11,19:03:00,Avión 28,PIQ,NT891,
58925,2024-01-11,09:09:00,Avión 34,FLW,NT852,61-21
58979,2024-01-12,06:18:00,Avión 38,PDQ,NT196,12-11
58987,2024-01-12,09:35:00,Avión 39,PDQ,NT301,52-80
58992,2024-01-12,13:31:00,Avión 8,PDQ,NT229,
63318,2024-01-12,08:07:00,Avión 42,PDQ,PM731,24-22
59051,2024-01-13,20:55:00,Avión 20,PDQ,NT561,
59046,2024-01-13,16:48:00,Avión 10,PDQ,NT836,
59030,2024-01-13,07:54:00,Avión 20,PIQ,NT401,52-00
59032,2024-01-13,12:26:00,Avión 20,HOR,NT782,75-31
59089,2024-01-14,18:47:00,Avión 24,SDR,NT5472,
59112,2024-01-15,07:24:00,Avión 34,PDQ,NT287,28-21
