ID,Occurred,At,A/C,Station,Flight No,ATA
35400,2022-09-25,10:49:00,Avión 37,PDQ,NT912,12-37
35394,2022-09-25,08:02:00,Avión 31,FNC,,80-00
35443,2022-09-26,13:48:00,Avión 7,HOR,NT495,72-00
35474,2022-09-26,21:35:00,Avión 24,,NT6604,
35448,2022-09-26,15:38:00,Avión 22,PDQ,NT515,22-18
35431,2022-09-26,07:56:00,Avión 16,PDQ,NT203,
35433,2022-09-26,08:48:00,Avión 23,PDQ,,23-12
35512,2022-09-27,19:54:00,Avión 28,PIQ,NT179,
35514,2022-09-27,21:02:00,Avión 14,PDQ,NT538,
35503,2022-09-27,15:05:00,Avión 3,PDQ,NT150,61-00
35498,2022-09-27,13:43:00,Avión 23,PDQ,210,
35479,2022-09-27,06:40:00,Avión 11,PDQ,NT106,
35480,2022-09-27,06:51:00,Avión 23,PDQ,,77-21
35501,2022-09-27,14:59:00,Avión 9,PDQ,167,
35510,2022-09-27,09:45:00,Avión 25,,NT508,
35502,2022-09-27,15:03:00,Avión 28,PIQ,NT455,32-42
35487,2022-09-27,11:47:00,Avión 25,PDQ,NT509,
35467,2022-09-27,04:22:00,Avión 17,PIQ,,
35478,2022-09-27,06:26:00,Avión 4,PDQ,,
35490,2022-09-27,12:38:00,Avión 11,,NT610,31-00
35519,2022-09-27,15:30:00,Avión 35,,NT526,
35489,2022-09-27,06:00:00,Avión 9,,NT500,
35542,2022-09-28,08:42:00,Avión 4,PDQ,NT313,
35543,2022-09-28,08:45:00,Avión 27,HOR,PM703,24-22
35551,2022-09-28,12:37:00,Avión 22,PIQ,145,61-21
35553,2022-09-28,13:03:00,Avión 7,PDQ,147,
35567,2022-09-28,20:44:00,Avión 34,PIQ,NT485,
35572,2022-09-28,11:15:00,Avión 6,,NT5301,
35538,2022-09-28,06:58:00,Avión 34,PIQ,607,
35569,2022-09-28,21:11:00,Avión 13,PDQ,,30-11
35535,2022-09-28,06:11:00,Avión 11,PIQ,414,
35547,2022-09-28,10:31:00,Avión 34,HOR,NT783,52-00
35597,2022-09-29,12:36:00,Avión 24,PDQ,NT5901,44-00
35605,2022-09-29,14:28:00,Avión 37,PDQ,,36-11
35610,2022-09-29,15:15:00,Avión 18,PDQ,,25-21
35589,2022-09-29,08:30:00,Avión 13,PDQ,,
35591,2022-09-29,08:50:00,Avión 11,PIQ,656,
35587,2022-09-29,06:53:00,Avión 16,HOR,NT500,20-23
35590,2022-09-29,08:47:00,Avión 17,PDQ,590,
35603,2022-09-29,13:36:00,Avión 35,PIQ,NT495,12-37
35606,2022-09-29,14:36:00,Avión 8,PIQ,NT166,
35656,2022-09-30,11:50:00,Avión 25,,513,30-00
35639,2022-09-30,06:10:00,Avión 9,PIQ,,35-13
35662,2022-09-30,13:23:00,Avión 16,PIQ,,
35677,2022-09-30,19:32:00,Avión 22,PDQ,NT231,05-51
35667,2022-09-30,14:38:00,Avión 9,PDQ,352,
35665,2022-09-30,13:37:00,Avión 7,PIQ,663,
35675,2022-09-30,18:00:00,Avión 14,PDQ,366,
35658,2022-09-30,12:54:00,Avión 28,PIQ,NT417,32-00
35671,2022-09-30,16:54:00,Avión 16,PIQ,432,
35684,2022-10-01,04:10:00,Avión 7,PIQ,,
35695,2022-10-01,06:58:00,Avión 6,PIQ,,
35697,2022-10-01,07:53:00,Avión 2,PDQ,,33-42
35727,2022-10-01,18:20:00,Avión 1,PDQ,312,
35710,2022-10-01,13:35:00,Avión 16,PDQ,158,
35721,2022-10-01,16:44:00,Avión 14,PIQ,169,
35726,2022-10-01,18:02:00,Avión 15,PDQ,9601,UNK
35696,2022-10-01,07:08:00,Avión 18,PIQ,,27-00
35711,2022-10-01,13:54:00,Avión 22,PDQ,,52-30
35709,2022-10-01,13:18:00,Avión 34,PDQ,,35-31
36155,2022-10-01,06:20:00,Avión 34,PDQ,NT309,52-42
35714,2022-10-01,14:38:00,Avión 28,PIQ,NT633,23-40
35694,2022-10-01,06:48:00,Avión 14,PDQ,205,33-00
35785,2022-10-02,19:59:00,Avión 36,PDQ,188,
36154,2022-10-02,21:15:00,Avión 2,PDQ,NT193,UNK
35764,2022-10-02,13:25:00,Avión 4,PDQ,,
35766,2022-10-02,13:56:00,Avión 9,PDQ,,25-60
35771,2022-10-02,14:48:00,Avión 34,PDQ,NT6203,27-50
35754,2022-10-02,08:50:00,Avión 34,PDQ,,
35772,2022-10-02,15:07:00,Avión 1,,,30-31
35779,2022-10-02,16:56:00,Avión 12,PDQ,,05-20
36153,2022-10-02,16:35:00,Avión 4,,NT125,05-20
35776,2022-10-02,16:30:00,Avión 14,PDQ,226,61-22
35742,2022-10-02,03:36:00,Avión 2,PDQ,,05-20
35749,2022-10-02,05:54:00,Avión 34,PDQ,NT309,
35802,2022-10-03,05:45:00,Avión 17,PIQ,452,
35796,2022-10-03,05:14:00,Avión 11,PIQ,,05-20
35792,2022-10-03,04:03:00,Avión 28,PIQ,NT642,31-19
35799,2022-10-03,05:28:00,Avión 3,PIQ,,25-00
35816,2022-10-03,12:39:00,Avión 35,PIQ,614,
35810,2022-10-03,07:12:00,Avión 35,PDQ,504,
35854,2022-10-04,12:46:00,Avión 20,PDQ,214,
35868,2022-10-04,17:09:00,Avión 23,PDQ,NT172,21-22
35902,2022-10-04,13:35:00,Avión 2,PIQ,NT663,UNK
35856,2022-10-04,13:05:00,Avión 28,PIQ,658,21-30
35838,2022-10-04,05:55:00,Avión 37,PDQ,309,52-00
35866,2022-10-04,14:58:00,Avión 8,PDQ,,05-20
35877,2022-10-04,19:02:00,Avión 10,PIQ,NT191,34-25
35882,2022-10-04,20:31:00,Avión 21,PDQ,NT535,61-51
35900,2022-10-05,08:05:00,Avión 35,PIQ,606,
35910,2022-10-05,10:44:00,Avión 4,PIQ,NT610,12-37
35915,2022-10-05,12:48:00,Avión 36,PIQ,420,
35919,2022-10-05,13:25:00,Avión 18,PIQ,NT6805,34-10
35929,2022-10-05,16:52:00,Avión 25,HOR,NT510,23-12
35896,2022-10-05,06:23:00,Avión 22,PIQ,451,22-18
35898,2022-10-05,07:15:00,Avión 7,PIQ,607,24-22
35904,2022-10-05,08:49:00,Avión 11,PIQ,656,
35920,2022-10-05,13:26:00,Avión 28,PIQ,658,
35921,2022-10-05,13:29:00,Avión 13,PDQ,NT135,
35925,2022-10-05,14:32:00,Avión 16,PDQ,NT352,79-00
35926,2022-10-05,14:34:00,Avión 28,PIQ,,
35939,2022-10-05,17:00:00,Avión 17,PIQ,NT178,UNK
36145,2022-10-05,22:00:00,Avión 32,PDQ,NT6504,05-20
35964,2022-10-06,12:53:00,Avión 18,PIQ,420,
35984,2022-10-06,21:31:00,Avión 24,PIQ,NT5251,25-64
35950,2022-10-06,05:56:00,Avión 11,PIQ,414,
35974,2022-10-06,17:13:00,Avión 37,PIQ,NT652,
35962,2022-10-06,11:25:00,Avión 37,PDQ,513,
35994,2022-10-07,05:27:00,Avión 6,PDQ,153,25-21
36013,2022-10-07,08:42:00,Avión 2,PDQ,109,
36017,2022-10-07,11:27:00,Avión 23,PDQ,NT314,52-31
36037,2022-10-07,18:10:00,Avión 21,PDQ,,28-42
36039,2022-10-07,20:41:00,Avión 14,PDQ,NT128,UNK
36045,2022-10-07,23:43:00,Avión 2,PDQ,,05-20
36005,2022-10-07,06:45:00,Avión 18,PIQ,605,27-72
36038,2022-10-07,14:30:00,Avión 8,PDQ,NT158,22-16
36030,2022-10-07,14:32:00,Avión 31,PDQ,NT221,52-11
36025,2022-10-07,13:25:00,Avión 3,PIQ,NT663,29-10
36001,2022-10-07,06:04:00,Avión 2,PDQ,NT500,74-00
36007,2022-10-07,07:02:00,Avión 13,PIQ,,24-30
36034,2022-10-07,16:06:00,Avión 3,PIQ,NT664,
36019,2022-10-07,11:52:00,Avión 31,PDQ,NT214,26-00
36004,2022-10-07,06:38:00,Avión 4,PIQ,458,
36023,2022-10-07,13:17:00,Avión 13,PDQ,368,
36080,2022-10-08,15:55:00,Avión 21,PIQ,NT471,12-28
36077,2022-10-08,15:29:00,Avión 12,PDQ,,05-20
36066,2022-10-08,12:43:00,Avión 23,PIQ,NT145,05-00
36056,2022-10-08,07:11:00,Avión 18,PIQ,NT607,27-00
36054,2022-10-08,05:42:00,Avión 17,PDQ,200,32-71
36068,2022-10-08,13:17:00,Avión 32,PDQ,NT9408,25-00
36064,2022-10-08,12:28:00,Avión 21,PIQ,NT670,12-28
36078,2022-10-08,15:43:00,Avión 11,PDQ,,
36079,2022-10-08,15:44:00,Avión 14,PDQ,NT154,61-22
36055,2022-10-08,07:03:00,Avión 12,PIQ,NT153,33-41
36057,2022-10-08,07:21:00,Avión 31,PIQ,NT105,21-23
36059,2022-10-08,07:44:00,Avión 17,PDQ,,32-71
36082,2022-10-08,16:28:00,Avión 14,PDQ,,61-22
36088,2022-10-08,19:36:00,Avión 17,PDQ,,
36113,2022-10-09,14:05:00,Avión 13,PDQ,,
36119,2022-10-09,19:07:00,Avión 16,PDQ,NT186,36-00
36124,2022-10-09,22:51:00,Avión 14,PDQ,,05-20
36116,2022-10-09,15:14:00,Avión 21,PDQ,,12-28
36093,2022-10-09,04:00:00,Avión 31,PDQ,,
36107,2022-10-09,12:15:00,Avión 17,PIQ,NT145,32-42
36105,2022-10-09,10:29:00,Avión 14,PDQ,NT3071,29-00
36112,2022-10-09,13:38:00,Avión 13,PDQ,,
36101,2022-10-09,06:06:00,Avión 3,PIQ,1061,
36138,2022-10-10,05:42:00,Avión 2,PDQ,500,25-21
36142,2022-10-10,06:34:00,Avión 8,PDQ,155,
36168,2022-10-10,15:45:00,Avión 22,SMA,NT633,32-42
36136,2022-10-10,05:33:00,Avión 16,PDQ,200,
36179,2022-10-10,21:41:00,Avión 35,PIQ,488,35-31
36144,2022-10-10,06:37:00,Avión 3,PIQ,607,
36166,2022-10-10,14:52:00,Avión 11,PDQ,221,
36188,2022-10-10,14:45:00,Avión 32,PIQ,NT5950,28-00
36141,2022-10-10,06:30:00,Avión 21,PDQ,107,12-28
36139,2022-10-10,06:15:00,Avión 18,PIQ,100,
36147,2022-10-10,07:05:00,Avión 13,PDQ,350,
36187,2022-10-10,21:00:00,Avión 6,PDQ,NT6504,05-20
36172,2022-10-10,19:05:00,Avión 8,CVU,NT766,73-12
36189,2022-10-11,06:22:00,Avión 23,PIQ,NT429,33-49
36225,2022-10-11,20:24:00,Avión 28,PDQ,231,
36207,2022-10-11,13:10:00,Avión 11,PDQ,NT6103,25-00
36192,2022-10-11,07:19:00,Avión 2,PIQ,NT190,26-00
36191,2022-10-11,07:14:00,Avión 35,PIQ,458,
36214,2022-10-11,13:42:00,Avión 2,PIQ,NT656,31-00
36223,2022-10-11,18:28:00,Avión 11,PDQ,312,
36552,2022-10-11,07:30:00,Avión 21,PDQ,NT503,12-28
36255,2022-10-12,07:02:00,Avión 13,PDQ,,50-20
36258,2022-10-12,07:50:00,Avión 36,PDQ,203,
36249,2022-10-12,06:01:00,Avión 11,PDQ,,
36280,2022-10-12,17:57:00,Avión 28,PDQ,NT312,56-12
36283,2022-10-12,18:39:00,Avión 2,PIQ,NT427,20-00
36257,2022-10-12,07:46:00,Avión 12,PDQ,,73-31
36262,2022-10-12,08:38:00,Avión 23,PIQ,,
36323,2022-10-13,15:38:00,Avión 34,PIQ,632,
36302,2022-10-13,06:09:00,Avión 11,TER,NT205,57-60
36312,2022-10-13,12:34:00,Avión 23,PIQ,,
36305,2022-10-13,06:33:00,Avión 1,PDQ,NT156,12-37
36300,2022-10-13,05:37:00,Avión 2,PIQ,NT414,
36309,2022-10-13,08:14:00,Avión 10,PIQ,NT656,05-51
36313,2022-10-13,12:45:00,Avión 28,PDQ,NT134,52-42
36348,2022-10-13,12:00:00,Avión 28,PIQ,NT134,25-00
36311,2022-10-13,10:53:00,Avión 3,PIQ,NT662,25-60
36303,2022-10-13,06:13:00,Avión 8,PDQ,500,24-31
36373,2022-10-14,14:47:00,Avión 25,PDQ,NT160,25-23
36385,2022-10-14,18:33:00,Avión 1,PIQ,NT427,25-11
36383,2022-10-14,18:30:00,Avión 4,PIQ,,24-36
36357,2022-10-14,08:44:00,Avión 16,PIQ,NT651,32-31
36358,2022-10-14,09:31:00,Avión 31,PDQ,NT351,61-00
36361,2022-10-14,06:00:00,Avión 6,PIQ,NT106,UNK
36369,2022-10-14,14:00:00,Avión 23,PIQ,,52-31
36354,2022-10-14,07:01:00,Avión 11,PDQ,NT155,UNK
36376,2022-10-14,15:55:00,Avión 11,PDQ,NT154,05-53
36551,2022-10-15,21:20:00,Avión 17,PDQ,NT157,05-20
36425,2022-10-15,14:37:00,Avión 10,PDQ,NT150,25-23
36422,2022-10-15,13:45:00,Avión 13,PDQ,135,UNK
36410,2022-10-15,07:03:00,Avión 20,PDQ,NT105,
36407,2022-10-15,05:38:00,Avión 8,PDQ,NT500,
36432,2022-10-15,21:08:00,Avión 18,PIQ,,25-71
36468,2022-10-16,18:11:00,Avión 14,PIQ,NT674,61-22
36446,2022-10-16,06:32:00,Avión 10,PIQ,NT153,25-00
36471,2022-10-16,19:47:00,Avión 17,PIQ,NT191,21-50
36474,2022-10-16,20:50:00,Avión 4,PIQ,NT128,74-21
36445,2022-10-16,06:30:00,Avión 14,PIQ,655,
36464,2022-10-16,15:50:00,Avión 14,PIQ,NT673,52-31
36472,2022-10-16,19:56:00,Avión 37,PDQ,NT195,00-00
36465,2022-10-16,15:45:00,Avión 21,PDQ,NT519,12-28
36491,2022-10-16,15:20:00,Avión 11,PDQ,NT220,UNK
36547,2022-10-16,06:00:00,Avión 11,PDQ,NT200,UNK
36460,2022-10-16,13:49:00,Avión 32,PDQ,NT5200,
36475,2022-10-16,16:40:00,Avión 17,PDQ,NT226,UNK
36499,2022-10-17,11:10:00,Avión 14,PIQ,NT674,61-22
36518,2022-10-17,18:18:00,Avión 37,PDQ,NT525,21-61
36503,2022-10-17,12:12:00,Avión 2,PDQ,,
36520,2022-10-17,17:00:00,Avión 22,PIQ,NT178,61-00
36495,2022-10-17,07:45:00,Avión 15,PDQ,NT106,32-00
36785,2022-10-17,18:41:00,Avión 21,PDQ,,12-28
36528,2022-10-18,03:12:00,Avión 14,PDQ,NT421,61-22
36555,2022-10-18,13:04:00,Avión 14,PDQ,151,61-22
36562,2022-10-18,15:12:00,Avión 37,PDQ,,21-00
36654,2022-10-18,15:05:00,Avión 20,PIQ,NT942,00-00
36554,2022-10-18,11:46:00,Avión 28,PIQ,423,
36536,2022-10-18,05:31:00,Avión 17,PIQ,452,
36530,2022-10-18,04:44:00,Avión 18,PDQ,,05-20
36548,2022-10-18,08:41:00,Avión 4,PDQ,108,61-00
36606,2022-10-19,14:06:00,Avión 6,PDQ,5231,05-51
36597,2022-10-19,12:50:00,Avión 36,PIQ,145,
36584,2022-10-19,06:44:00,Avión 21,PDQ,503,12-28
36589,2022-10-19,09:44:00,Avión 18,PDQ,510,
36651,2022-10-20,13:32:00,Avión 34,HOR,NT783,52-11
36630,2022-10-20,06:32:00,Avión 31,PIQ,607,05-10
36658,2022-10-20,16:45:00,Avión 23,PDQ,,05-20
36629,2022-10-20,06:14:00,Avión 18,HOR,NT488,27-70
36634,2022-10-20,07:19:00,Avión 36,PDQ,236,
36631,2022-10-20,06:43:00,Avión 13,PDQ,NT190,24-31
36637,2022-10-20,08:31:00,Avión 21,PDQ,,12-28
36652,2022-10-20,14:11:00,Avión 21,PIQ,NT135,21-00
36736,2022-10-21,12:00:00,Avión 10,PIQ,NT134,UNK
36667,2022-10-21,04:18:00,Avión 35,PIQ,,05-20
36671,2022-10-21,05:01:00,Avión 13,PDQ,,05-20
36686,2022-10-21,07:07:00,Avión 11,PDQ,,05-20
36705,2022-10-21,13:39:00,Avión 22,PDQ,230,05-10
36688,2022-10-21,07:35:00,Avión 22,PDQ,105,21-00
36737,2022-10-21,16:00:00,Avión 21,PDQ,NT524,12-28
36697,2022-10-21,12:39:00,Avión 34,PDQ,514,UNK
36706,2022-10-21,13:40:00,Avión 21,PDQ,NT507,12-11
36707,2022-10-21,13:51:00,Avión 10,PIQ,NT147,23-40
36687,2022-10-21,07:13:00,Avión 12,PIQ,153,UNK
36733,2022-10-22,07:46:00,Avión 36,PDQ,,UNK
36734,2022-10-22,08:50:00,Avión 24,PDQ,NT5431,29-00
36742,2022-10-22,12:43:00,Avión 3,PIQ,NT145,52-42
36756,2022-10-22,18:21:00,Avión 31,PDQ,525,52-31
36744,2022-10-22,13:05:00,Avión 21,PDQ,NT134,12-28
36719,2022-10-22,03:14:00,Avión 17,PDQ,,05-20
36739,2022-10-22,09:30:00,Avión 21,PIQ,617,12-28
36722,2022-10-22,05:13:00,Avión 14,PDQ,198,52-00
36764,2022-10-22,20:49:00,Avión 11,PDQ,,
36729,2022-10-22,06:46:00,Avión 1,PDQ,NT205,05-51
36730,2022-10-22,06:48:00,Avión 12,PDQ,NT106,
36743,2022-10-22,13:01:00,Avión 13,PDQ,6805,33-48
36728,2022-10-22,06:32:00,Avión 10,PIQ,NT655,
36732,2022-10-22,07:22:00,Avión 13,PDQ,,
36765,2022-10-22,21:26:00,Avión 15,PDQ,NT9401,27-00
36750,2022-10-22,14:37:00,Avión 31,PIQ,NT135,77-13
36782,2022-10-23,07:39:00,Avión 17,PDQ,NT102,21-51
36794,2022-10-23,13:17:00,Avión 28,PIQ,NT663,26-20
36812,2022-10-23,21:12:00,Avión 11,PDQ,NT198,52-31
36804,2022-10-23,15:29:00,Avión 18,PDQ,,05-10
36806,2022-10-23,16:29:00,Avión 28,PDQ,,47-00
36779,2022-10-23,06:44:00,Avión 14,PDQ,NT205,61-22
36795,2022-10-23,13:36:00,Avión 8,PIQ,NT147,23-31
36808,2022-10-23,18:02:00,Avión 13,PIQ,475,
36792,2022-10-23,13:12:00,Avión 24,PDQ,NT5300,72-00
36833,2022-10-23,20:00:00,Avión 4,SMA,NT644,UNK
36799,2022-10-23,14:34:00,Avión 31,PDQ,NT160,21-31
36787,2022-10-23,11:58:00,Avión 18,PIQ,,05-20
36790,2022-10-23,12:43:00,Avión 25,PDQ,NT6168,72-00
36850,2022-10-24,13:34:00,Avión 7,PIQ,658,25-13
36829,2022-10-24,06:11:00,Avión 13,PIQ,NT605,
36842,2022-10-24,12:47:00,Avión 11,PIQ,,
36835,2022-10-24,11:06:00,Avión 7,PIQ,NT610,32-00
36849,2022-10-24,13:25:00,Avión 13,PDQ,,05-20
36863,2022-10-24,20:55:00,Avión 14,PDQ,,05-20
36831,2022-10-24,06:41:00,Avión 11,PDQ,NT205,52-31
36879,2022-10-25,06:10:00,Avión 13,PDQ,226,
36900,2022-10-25,15:24:00,Avión 28,PIQ,,
36883,2022-10-25,08:20:00,Avión 23,PIQ,606,32-49
36899,2022-10-25,15:19:00,Avión 17,PIQ,,
36877,2022-10-25,05:55:00,Avión 25,PDQ,,25-00
36884,2022-10-25,08:40:00,Avión 8,PIQ,415,38-32
36904,2022-10-25,17:51:00,Avión 11,PIQ,NT636,
36905,2022-10-25,17:51:00,Avión 36,PIQ,,
36901,2022-10-25,15:54:00,Avión 25,PDQ,NT223,05-51
36908,2022-10-25,18:26:00,Avión 25,PDQ,NT536,35-30
36960,2022-10-26,19:10:00,Avión 28,PIQ,NT627,05-20
36953,2022-10-26,15:05:00,Avión 1,PIQ,664,24-32
36930,2022-10-26,07:59:00,Avión 31,PDQ,4529,UNK
36956,2022-10-26,19:31:00,Avión 36,PDQ,NT531,
36941,2022-10-26,11:55:00,Avión 25,PDQ,NT207,26-12
36942,2022-10-26,13:00:00,Avión 22,PDQ,NT110,26-15
36950,2022-10-26,13:57:00,Avión 18,PDQ,,05-51
36969,2022-10-27,05:36:00,Avión 22,PDQ,500,
36985,2022-10-27,13:00:00,Avión 14,PDQ,134,
36995,2022-10-27,16:05:00,Avión 13,PIQ,NT426,25-21
36991,2022-10-27,13:47:00,Avión 12,PDQ,NT5321,05-50
36973,2022-10-27,06:53:00,Avión 36,PDQ,NT503,30-31
36979,2022-10-27,09:58:00,Avión 1,PIQ,NT659,24-32
36992,2022-10-27,13:53:00,Avión 31,PDQ,NT1P,32-61
36993,2022-10-27,14:31:00,Avión 34,PDQ,NT511,
36994,2022-10-27,15:31:00,Avión 18,PDQ,NT311,
36978,2022-10-27,09:21:00,Avión 36,PDQ,351,
37464,2022-10-27,13:35:00,Avión 17,PIQ,,UNK
37015,2022-10-28,06:38:00,Avión 8,PIQ,,35-31
37019,2022-10-28,07:23:00,Avión 24,PIQ,NT153,25-56
37026,2022-10-28,11:24:00,Avión 11,PIQ,469,
37038,2022-10-28,16:07:00,Avión 14,PIQ,644,05-20
37032,2022-10-28,13:30:00,Avión 17,PIQ,NT674,21-50
37034,2022-10-28,13:43:00,Avión 12,PDQ,NT5431,25-00
37043,2022-10-28,18:09:00,Avión 28,PIQ,638,
37049,2022-10-28,21:11:00,Avión 22,PDQ,538,25-62
37013,2022-10-28,05:37:00,Avión 14,PIQ,452,
37018,2022-10-28,07:09:00,Avión 22,PDQ,350,
37016,2022-10-28,06:40:00,Avión 36,PDQ,503,
37020,2022-10-28,09:26:00,Avión 37,PIQ,672,
37045,2022-10-28,19:13:00,Avión 15,PDQ,NT1781,25-60
37014,2022-10-28,05:39:00,Avión 31,PDQ,200,31-17
37037,2022-10-28,15:06:00,Avión 6,PDQ,5230,
37467,2022-10-28,07:30:00,Avión 35,PDQ,,UNK
37466,2022-10-28,18:30:00,Avión 7,PIQ,,UNK
37087,2022-10-29,15:54:00,Avión 3,PDQ,,22-10
37064,2022-10-29,06:29:00,Avión 10,PDQ,156,
37055,2022-10-29,01:18:00,Avión 7,PDQ,,05-20
37065,2022-10-29,07:12:00,Avión 20,PIQ,NT458,35-31
37080,2022-10-29,13:55:00,Avión 13,PIQ,473,
37468,2022-10-29,07:15:00,Avión 1,PDQ,,72-00
37137,2022-10-30,19:24:00,Avión 14,PDQ,NT312,61-22
37134,2022-10-30,15:50:00,Avión 11,PDQ,323,25-64
37122,2022-10-30,11:30:00,Avión 31,PDQ,,12-37
37130,2022-10-30,14:34:00,Avión 32,PDQ,NT5431,25-64
37120,2022-10-30,10:35:00,Avión 20,PIQ,4191,
37123,2022-10-30,12:20:00,Avión 7,PDQ,152,
37131,2022-10-30,14:58:00,Avión 12,PIQ,NT5551,05-51
37138,2022-10-30,19:40:00,Avión 16,PDQ,,79-00
37139,2022-10-30,19:45:00,Avión 34,PIQ,NT638,12-37
37140,2022-10-30,20:49:00,Avión 31,PDQ,,
37172,2022-10-31,16:38:00,Avión 31,PDQ,NT223,30-30
37159,2022-10-31,08:32:00,Avión 24,PDQ,5600,21-00
37156,2022-10-31,07:37:00,Avión 37,PIQ,451,
37171,2022-10-31,16:26:00,Avión 28,PIQ,,
37169,2022-10-31,15:47:00,Avión 35,PDQ,160,21-51
37179,2022-10-31,21:02:00,Avión 16,PDQ,195,
37181,2022-10-31,21:34:00,Avión 32,PDQ,,38-32
37206,2022-11-01,14:43:00,Avión 16,PIQ,NT622,61-51
37196,2022-11-01,08:51:00,Avión 7,PDQ,,
37239,2022-11-02,12:31:00,Avión 19,PIQ,CA2,25-00
37232,2022-11-02,08:32:00,Avión 32,PDQ,5400,25-64
37247,2022-11-02,15:46:00,Avión 31,PDQ,NT221,12-37
37254,2022-11-02,14:30:00,Avión 10,PDQ,NT158,25-13
37230,2022-11-02,07:37:00,Avión 12,PDQ,NT106,34-50
37234,2022-11-02,09:34:00,Avión 17,PDQ,NT674,21-50
37290,2022-11-03,16:08:00,Avión 18,PIQ,NT421,21-50
37276,2022-11-03,09:11:00,Avión 11,PIQ,,23-51
37282,2022-11-03,12:55:00,Avión 14,PDQ,,
37275,2022-11-03,08:36:00,Avión 8,PDQ,,
37300,2022-11-03,22:23:00,Avión 25,PDQ,NT231,45-00
37278,2022-11-03,10:03:00,Avión 18,PIQ,,27-10
37271,2022-11-03,07:25:00,Avión 8,PIQ,,
37289,2022-11-03,15:41:00,Avión 20,PDQ,NT150,25-64
37302,2022-11-03,07:00:00,Avión 24,PDQ,NT153,00-00
37277,2022-11-03,09:18:00,Avión 28,PIQ,,
37263,2022-11-03,03:18:00,Avión 18,PIQ,,71-11
37272,2022-11-03,07:33:00,Avión 19,PIQ,NT117,12-37
37288,2022-11-03,14:30:00,Avión 10,PDQ,,00-00
37339,2022-11-04,17:13:00,Avión 18,PIQ,NT167,21-31
37345,2022-11-04,14:30:00,Avión 14,PDQ,NT518,UNK
37319,2022-11-04,09:40:00,Avión 28,PDQ,,
37332,2022-11-04,14:14:00,Avión 1,PIQ,,
37330,2022-11-04,13:58:00,Avión 25,PIQ,NT158,31-48
37335,2022-11-04,14:43:00,Avión 13,PDQ,222,23-00
37313,2022-11-04,07:31:00,Avión 22,PDQ,,
37310,2022-11-04,06:35:00,Avión 14,PDQ,200,20-45
37322,2022-11-04,11:00:00,Avión 19,PIQ,,
37338,2022-11-04,16:10:00,Avión 18,PDQ,NT148,25-00
37473,2022-11-05,23:35:00,Avión 32,PDQ,,UNK
37363,2022-11-05,07:47:00,Avión 28,PDQ,,05-20
37382,2022-11-05,18:16:00,Avión 23,PDQ,NT170,52-31
37379,2022-11-05,14:53:00,Avión 18,PDQ,NT235,25-60
37384,2022-11-05,17:35:00,Avión 28,PDQ,NT125,UNK
37360,2022-11-05,07:09:00,Avión 11,PIQ,,27-70
37380,2022-11-05,15:34:00,Avión 23,PDQ,NT6805,51-00
37366,2022-11-05,09:40:00,Avión 31,PIQ,NT489,36-11
37359,2022-11-05,06:46:00,Avión 13,PDQ,500,UNK
37350,2022-11-05,00:31:00,Avión 16,PDQ,,05-20
37362,2022-11-05,07:37:00,Avión 23,PDQ,107,00-00
37412,2022-11-06,13:36:00,Avión 23,PDQ,,
37419,2022-11-06,15:59:00,Avión 34,PIQ,,25-71
37409,2022-11-06,12:36:00,Avión 20,PIQ,,
